yourId,addressString,expectedMatchPrecision,expectedFullAddress,expectedFaults,exampleNeeded,parcelPoint,issue,expectedAccuracyHigh,expectedConfidenceHigh
00265-WordPOSTALSTNAfterStreet,"9695 PREST RD POSTAL STN, CHILLIWACK, BC",CIVIC_NUMBER,"9696 Prest Rd, Chilliwack, BC",[POSTAL_ADDRESS_ELEMENT.notAllowed],F,,,T,T
00266-WordPOSTALSTATIONAfterStreet,"9695 PREST RD POSTAL STATION, CHILLIWACK, BC",CIVIC_NUMBER,"9696 Prest Rd, Chilliwack, BC",[POSTAL_ADDRESS_ELEMENT.notAllowed],F,,,T,T
00267-WordPOSTALAfterStreet,"9695 PREST RD POSTAL, CHILLIWACK, BC",CIVIC_NUMBER,"9696 Prest Rd, Chilliwack, BC",[POSTAL_ADDRESS_ELEMENT.notAllowed],F,,,T,T
00268-POBoxAfterStreet,"165 ARLAYNE RD PO BOX 160, KALEDEN, BC",CIVIC_NUMBER,"165 Arlayne Rd, Kaleden, BC",[POSTAL_ADDRESS_ELEMENT.notAllowed],F,,,T,T
00269-PspaceOBoxAfterStreet,"165 ARLAYNE RD P O BOX 160, KALEDEN, BC",CIVIC_NUMBER,"165 Arlayne Rd, Kaleden, BC",[POSTAL_ADDRESS_ELEMENT.notAllowed],F,,,T,T
00270-POAfterStreet,"165 ARLAYNE RD PO, KALEDEN, BC",CIVIC_NUMBER,"165 Arlayne Rd, Kaleden, BC",[POSTAL_ADDRESS_ELEMENT.notAllowed],F,,,T,T
00271-PspaceOAfterStreet,"165 ARLAYNE RD P O, KALEDEN, BC",CIVIC_NUMBER,"165 Arlayne Rd, Kaleden, BC",[POSTAL_ADDRESS_ELEMENT.notAllowed],F,,,T,T
00272-KnownUnitWithoutDesignator,"910 7380 ELMBRIDGE WAY, RICHMOND, BC",UNIT,"UNIT 910 -- 7380 Elmbridge Way, Richmond, BC",[UNIT_DESIGNATOR.missing],F,,,T,T
00273-APARTMENTBUILDINGBeforeKnownUnitWithoutDesignator,"APARTMENT BUILDING 910 7380 ELMBRIDGE WAY, RICHMOND, BC",UNIT,"UNIT 910 -- 7380 Elmbridge Way, Richmond, BC","[NOISE_WORD.notAllowed,UNIT_DESIGNATOR.missing]",F,,,T,T
00274-APARTMENTBUILDINGAfterStreetAddress,"910 7380 ELMBRIDGE WAY APARTMENT BUILDING, RICHMOND, BC",UNIT,"UNIT 910 -- 7380 Elmbridge Way, Richmond, BC","[NOISE_WORD.notAllowed,UNIT_DESIGNATOR.missing]",F,,,T,T
00275-APTBUILDINGBeforeKnownUnitWithoutDesignator,"APT BUILDING 910 7380 ELMBRIDGE WAY, RICHMOND, BC",UNIT,"UNIT 910 -- 7380 Elmbridge Way, Richmond, BC","[NOISE_WORD.notAllowed,UNIT_DESIGNATOR.missing]",F,,,T,T
00276-APTBUILDINGAfterStreetAddress,"910 7380 ELMBRIDGE WAY APT BUILDING, RICHMOND, BC",UNIT,"UNIT 910 -- 7380 Elmbridge Way, Richmond, BC","[NOISE_WORD.notAllowed,UNIT_DESIGNATOR.missing]",F,,,T,T
00277-POBoxAtFrontOfUnitAddress,"105 150 21ST ST, WEST VANCOUVER, BC",CIVIC_NUMBER,"UNIT 105 -- 150 21st St, West Vancouver, BC","[UNIT_DESIGNATOR.missing, UNIT_NUMBER.notMatched]",F,,,T,T
00278-POBoxAtFrontOfUnitAddresssWithBUZZERNumber,"105 150 21ST ST BUZZER 49, WEST VANCOUVER, BC",CIVIC_NUMBER,"UNIT 105 -- 150 21st St, West Vancouver, BC","[UNIT_DESIGNATOR.missing, UNIT_NUMBER.notMatched,INTERCOM_NUMBER.notAllowed]",F,,,T,T
00279-POBoxAtFrontOfUnitAddressWithBUZZNumber,"105 150 21ST ST BUZZ 49, WEST VANCOUVER, BC",CIVIC_NUMBER,"UNIT 105 -- 150 21st St, West Vancouver, BC","[UNIT_DESIGNATOR.missing, UNIT_NUMBER.notMatched,INTERCOM_NUMBER.notAllowed]",F,,,T,T
00280-POBoxAtFrontOfUnitAddressWithINTERCOMNumber,"105 150 21ST ST INTERCOM 49, WEST VANCOUVER, BC",CIVIC_NUMBER,"UNIT 105 -- 150 21st St, West Vancouver, BC","[UNIT_DESIGNATOR.missing, UNIT_NUMBER.notMatched,INTERCOM_NUMBER.notAllowed]",F,,,T,T
00281-StreetNameWithApostrophe,"250 SMUGGLER'S COVE RD, BOWEN ISLAND, BC",CIVIC_NUMBER,"250 Smuggler's Cove Rd, Bowen Island, BC",[],F,,,T,T
00282-StreetNameWithSpaceInsteadOfApostrophe,"250 SMUGGLER S COVE RD, BOWEN ISLAND, BC",CIVIC_NUMBER,"250 Smuggler's Cove Rd, Bowen Island, BC",[STREET_NAME.spelledWrong],F,,,T,T
00283-GoodAddress,"1110 CARDERO ST , VANCOUVER, BC",CIVIC_NUMBER,"1110 Cardero St, Vancouver, BC",[],F,,,T,T
00284-UnknownSiteNameWithFrontGate,"PATRICIA APTS -- 1110 CARDERO ST , VANCOUVER, BC",CIVIC_NUMBER,"Patricia Apts -- 1110 Cardero St, Vancouver, BC",[SITE_NAME.notMatched],F,,,T,T
00285-UnknownSiteNameWithoutFrontGate,"PATRICIA APTS 1110 CARDERO ST , VANCOUVER, BC",CIVIC_NUMBER,"Patricia Apts -- 1110 Cardero St, Vancouver, BC","[SITE_NAME.notMatched,FRONT_GATE.missing]",F,,,T,T
00286-UnknownSiteNameAfterStreetWithoutFrontGate,"1110 CARDERO ST  PATRICIA APTS, VANCOUVER, BC",CIVIC_NUMBER,"Patricia Apts -- 1110 Cardero St, Vancouver, BC","[SITE_NAME.notMatched,FRONT_GATE.missing]",F,,,T,T
00287-UnknownSiteNameWithFrontGate,"PATRICIA APARTMENTS -- 1110 CARDERO ST , VANCOUVER, BC",CIVIC_NUMBER,"Patricia Apartments -- 1110 Cardero St, Vancouver, BC",[SITE_NAME.notMatched],F,,,T,T
00288-UnknownSiteNameWithoutFrontGate,"PATRICIA APARTMENTS 1110 CARDERO ST , VANCOUVER, BC",CIVIC_NUMBER,"Patricia Apartments -- 1110 Cardero St, Vancouver, BC","[SITE_NAME.notMatched,FRONT_GATE.missing]",F,,T,T
00289-UnknownSiteNameAfterStreetWithoutFrontGate,"1110 CARDERO ST  PATRICIA APARTMENTS, VANCOUVER, BC",CIVIC_NUMBER,"Patricia Apartments -- 1110 Cardero St, Vancouver, BC","[SITE_NAME.notMatched,FRONT_GATE.missing]",F,,,T,T
00290-UnknownSiteNameWithFrontGate,"LILLOET BLDG -- 410 2016 FULLERTON AVE, NORTH VANCOUVER, BC",UNIT,"UNIT 410 LILLOET BLDG -- 2016 Fullerton Ave, District of North Vancouver, BC","[UNIT_DESIGNATOR.missing:0, LOCALITY.isAlias:1]",F,,,T,T
00291-UnknownSiteNameWithoutFrontGate,"LILLOET BLDG 410 2016 FULLERTON AVE, NORTH VANCOUVER, BC",UNIT,"UNIT 410 LILLOET BLDG -- 2016 Fullerton Ave, District of North Vancouver, BC","[UNIT_DESIGNATOR.missing:0, LOCALITY.isAlias:1,FRONT_GATE.missing]",F,,,T,T
00292-UnknownSiteNameAfterStreetWithoutFrontGate,"410 2016 FULLERTON AVE LILLOET BLDG, NORTH VANCOUVER, BC",UNIT,"UNIT 410 LILLOET BLDG -- 2016 Fullerton Ave, District of North Vancouver, BC","[UNIT_DESIGNATOR.missing:0, LOCALITY.isAlias:1,FRONT_GATE.missing]",F,,,T,T
00293-UnknownSiteNameWithFrontGate,"CONDOMINIUMS -- 205 7555 120A ST, SURREY, BC",CIVIC_NUMBER,"UNIT 205 Condominiums -- 7555 120A St, Surrey, BC","[UNIT_DESIGNATOR.missing, UNIT_NUMBER.notMatched]",F,,,T,T
00294-UnknownSiteNameWithoutFrontGate,"CONDOMINIUMS 205 7555 120A ST, SURREY, BC",CIVIC_NUMBER,"UNIT 205 Condominiums -- 7555 120A St, Surrey, BC","[UNIT_DESIGNATOR.missing, UNIT_NUMBER.notMatched,FRONT_GATE.missing]",F,,,T,T
00295-UnknownSiteNameAfterStreetWithoutFrontGate,"205 7555 120A ST CONDOMINIUMS, SURREY, BC",CIVIC_NUMBER,"UNIT 205 Condominiums -- 7555 120A St, Surrey, BC","[UNIT_DESIGNATOR.missing, UNIT_NUMBER.notMatched,FRONT_GATE.missing]",F,,,T,T
00296-UnknownSiteNameWithFrontGate,"CONDO -- 205 7555 120A ST, SURREY, BC",CIVIC_NUMBER,"UNIT 205 Condo -- 7555 120A St, Surrey, BC","[UNIT_DESIGNATOR.missing, UNIT_NUMBER.notMatched]",F,,,T,T
00297-UnknownSiteNameWithoutFrontGate,"CONDO 205 7555 120A ST, SURREY, BC",CIVIC_NUMBER,"UNIT 205 Condo -- 7555 120A St, Surrey, BC","[UNIT_DESIGNATOR.missing, UNIT_NUMBER.notMatched,FRONT_GATE.missing]",F,,,T,T
00298-UnknownSiteNameAfterStreetWithoutFrontGate,"205 7555 120A ST CONDO, SURREY, BC",CIVIC_NUMBER,"UNIT 205 Condo -- 7555 120A St, Surrey, BC","[UNIT_DESIGNATOR.missing, UNIT_NUMBER.notMatched,FRONT_GATE.missing]",F,,,T,T
00299-UnknownSiteNameWithFrontGate,"FRASERVIEW CARE LODGE -- 9580 WILLIAMS RD, RICHMOND, BC",CIVIC_NUMBER,"Fraserview Care Lodge -- 9580 Williams Rd, Richmond, BC",[SITE_NAME.notMatched],F,,,T,T
00300-UnknownSiteNameWithoutFrontGate,"FRASERVIEW CARE LODGE 9580 WILLIAMS RD, RICHMOND, BC",CIVIC_NUMBER,"Fraserview Care Lodge -- 9580 Williams Rd, Richmond, BC","[SITE_NAME.notMatched,FRONT_GATE.missing]",F,,,T,T
00301-UnknownSiteNameAfterStreetWithoutFrontGate,"9580 WILLIAMS RD FRASERVIEW CARE LODGE, RICHMOND, BC",CIVIC_NUMBER,"Fraserview Care Lodge -- 9580 Williams Rd, Richmond, BC","[SITE_NAME.notMatched,FRONT_GATE.missing]",F,,,T,T
00302-UnknownSiteNameWithFrontGate,"LYNN VALLEY CARE CENTRE -- 1 1070 LYNN VALLEY RD, NORTH VANCOUVER, BC",CIVIC_NUMBER,"UNIT 1 Lynn Valley Care Centre-- 1070 Lynn Valley Rd, District of North Vancouver, BC","[[UNIT_DESIGNATOR.missing, UNIT_NUMBER.notMatched, LOCALITY.isAlias,SITE_NAME.notMatched]",F,,,T,T
00303-UnknownSiteNameWithoutFrontGate,"LYNN VALLEY CARE CENTRE 1 1070 LYNN VALLEY RD, NORTH VANCOUVER, BC",CIVIC_NUMBER,"UNIT 1 Lynn Valley Care Centre-- 1070 Lynn Valley Rd, District of North Vancouver, BC","[[UNIT_DESIGNATOR.missing, UNIT_NUMBER.notMatched, LOCALITY.isAlias,SITE_NAME.notMatched,FRONT_GATE.missing]",F,,,T,T
00304-UnknownSiteNameAfterStreetWithoutFrontGate,"1 1070 LYNN VALLEY RD LYNN VALLEY CARE CENTRE, NORTH VANCOUVER, BC",CIVIC_NUMBER,"UNIT 1 Lynn Valley Care Centre-- 1070 Lynn Valley Rd, District of North Vancouver, BC","[[UNIT_DESIGNATOR.missing, UNIT_NUMBER.notMatched, LOCALITY.isAlias,SITE_NAME.notMatched,FRONT_GATE.missing]",F,,,T,T
00305-UnknownSiteNameWithFrontGate,"CERWYDDEN CARE HOME -- 3243 COWICHAN LAKE RD, DUNCAN, BC",CIVIC_NUMBER,"Cerwydden Care Home -- 3243 Cowichan Lake Rd, Duncan, BC",[SITE_NAME.notMatched],F,,,T,T
00306-UnknownSiteNameWithoutFrontGate,"CERWYDDEN CARE HOME 3243 COWICHAN LAKE RD, DUNCAN, BC",CIVIC_NUMBER,"Cerwydden Care Home -- 3243 Cowichan Lake Rd, Duncan, BC","[SITE_NAME.notMatched,FRONT_GATE.missing]",F,,,T,T
00307-UnknownSiteNameAfterStreetWithoutFrontGate,"3243 COWICHAN LAKE RD CERWYDDEN CARE HOME, DUNCAN, BC",CIVIC_NUMBER,"Cerwydden Care Home -- 3243 Cowichan Lake Rd, Duncan, BC","[SITE_NAME.notMatched,FRONT_GATE.missing]",F,,,T,T
00308-GoodAddress,"10011 SIMKIN PL, SIDNEY, BC",CIVIC_NUMBER,"10011 Simkin Pl, Sidney, BC",[],F,,,T,T
00309-DuplicateBCAfterStreetType,"10011 SIMKIN PL BC, SIDNEY, BC",CIVIC_NUMBER,"10011 Simkin Pl, Sidney, BC",[PROVINCE_CODE.duplicated],F,,,T,T
00310-DuplicateBCAfterLocality,"10011 SIMKIN PL, SIDNEY, BC, BC",CIVIC_NUMBER,"10011 Simkin Pl, Sidney, BC",[PROVINCE_CODE.duplicated],F,,,T,T
00311-GoodAddress,"1447 RUPERT ST VANCOUVER, BC",CIVIC_NUMBER,"1447 Rupert St, Vancouver, BC",[],F,,,T,T
00312-DuplicateLocalityAfterLocality,"1447 RUPERT ST VANCOUVER, VANCOUVER, BC",CIVIC_NUMBER,"1447 Rupert St, Vancouver, BC",[REPEATED_ELEMENT.notAllowed],F,,
00313-GoodAddress,"964 LILLOOET RD NORTH VANCOUVER, BC",CIVIC_NUMBER,"964 Lillooet Rd, District of North Vancouver, BC",[LOCALITY.isAlias],F,,
00314-DuplicateLocalityAfterLocality,"964 LILLOOET RD NORTH VANCOUVER, NORTH VANCOUVER, BC",CIVIC_NUMBER,"964 Lillooet Rd, District of North Vancouver, BC","[REPEATED_ELEMENT.notAllowed,LOCALITY.isAlias]",F,,
00315-GoodAddress,"1135 JEFFERSON AVE WEST VANCOUVER, BC",CIVIC_NUMBER,"1135 Jefferson Ave, West Vancouver, BC",[],F,,,T,T
00316-DuplicateLocalityAfterLocality,"1135 JEFFERSON AVE WEST VANCOUVER, WEST VANCOUVER, BC",CIVIC_NUMBER,"1135 Jefferson Ave, West Vancouver, BC",[REPEATED_ELEMENT.notAllowed],F,,
00317-GoodAddress,"11048 157A ST SURREY, BC",CIVIC_NUMBER,"11048 157A St, Surrey, BC",[],F,,,T,T
00318-DuplicateLocalityAfterLocality,"11048 157A ST SURREY, SURREY, BC",CIVIC_NUMBER,"11048 157A St, Surrey, BC",[REPEATED_ELEMENT.notAllowed],F,,
00319-GoodAddress,"9917 ASHWOOD DR RICHMOND, BC",CIVIC_NUMBER,"9917 Ashwood Dr, Richmond, BC",[],F,,,T,T
00320-DuplicateLocalityAfterLocality,"9917 ASHWOOD DR RICHMOND, RICHMOND, BC",CIVIC_NUMBER,"9917 Ashwood Dr, Richmond, BC",[REPEATED_ELEMENT.notAllowed],F,,
00321-GoodAddress,"1120 FOSTER AVE COQUITLAM, BC",CIVIC_NUMBER,"1120 Foster Ave, Coquitlam, BC",[],F,,,T,T
00322-DuplicateLocalityAfterLocality,"1120 FOSTER AVE COQUITLAM, COQUITLAM, BC",CIVIC_NUMBER,"1120 Foster Ave, Coquitlam, BC",[REPEATED_ELEMENT.notAllowed],F,,
00323-GoodAddress,"1040 FRASERVIEW ST PORT COQUITLAM, PORT COQUITLAM, BC",CIVIC_NUMBER,"1040 Fraserview St, Port Coquitlam, BC",[],F,,,T,T
00324-DuplicateLocalityAfterLocality,"1040 FRASERVIEW ST PORT COQUITLAM, PORT COQUITLAM, BC",CIVIC_NUMBER,"1040 Fraserview St, Port Coquitlam, BC",[REPEATED_ELEMENT.notAllowed],F,,
00325-GoodAddress,"1130 KORMAN CLOSE, COOMBS, BC",CIVIC_NUMBER,"1130 Korman Close, Coombs, BC",[],F,,,T,T
00326-NonStandardStreetTypeAbbreviation,"1130 KORMAN CLO, COOMBS, BC",CIVIC_NUMBER,"1130 Korman Close, Coombs, BC",[],F,,,T,T
00327-AddressInSmallCommunity,"6481 SAVONA ACCESS RD, SAVONA, BC",CIVIC_NUMBER,"6481 Savona Access Rd, Savona, BC",[],F,,,T,T
00328-AddressInSmallCommunityUsingLocalityAlias,"6481 SAVONA ACCESS RD, KAMLOOPS, BC",CIVIC_NUMBER,"6481 Savona Access Rd, Savona, BC",[LOCALITY.isAlias],F,,
00329-AddressInSmallCommunity,"2089 ERRINGTON RD, ERRINGTON BC",CIVIC_NUMBER,"2089 Errington Rd, Errington, BC",[],F,,,T,T
00330-AddressInSmallCommunityUsingLocalityAlias,"2089 ERRINGTON RD, COOMBS, BC",CIVIC_NUMBER,"2089 Errington Rd, Errington, BC",[LOCALITY.isAlias],F,,
00331-AddressInSmallCommunity,"1104 DEEP CREEK RD, DEEP CREEK, BC",CIVIC_NUMBER,"1104 Deep Creek Rd, Deep Creek, BC",[],F,,,T,T
00332-AddressInSmallCommunityUsingLocalityAlias,"1104 DEEP CREEK RD, ENDERBY, BC",CIVIC_NUMBER,"1104 Deep Creek Rd, Deep Creek, BC",[LOCALITY.isAlias],F,,
00333-AddressInSmallCommunity,"4137 SPALLUMCHEEN DR, SPALLUMCHEEN BC",CIVIC_NUMBER,"4137 Spallumcheen Dr, Spallumcheen, BC",[],F,,,T,T
00334-AddressInSmallCommunityUsingLocalityAlias,"4137 SPALLUMCHEEN DR, ARMSTRONG, BC",CIVIC_NUMBER,"4137 Spallumcheen Dr, Spallumcheen, BC",[LOCALITY.isAlias],F,,
00335-AddressInSmallCommunity,"7380 HARROP PROCTER RD, PROCTER, BC",CIVIC_NUMBER,"7380 Harrop-Procter Rd, Procter, BC",[],F,,,T,T
00336-AddressInSmallCommunityUsingLocalityAlias,"7380 HARROP PROCTER RD, NELSON, BC",CIVIC_NUMBER,"7380 Harrop-Procter Rd, Procter, BC",[LOCALITY.isAlias],F,,
00337-AddressInSmallCommunity,"4260 BLEWETT RD, BLEWETT, BC",CIVIC_NUMBER,"4260 Blewett Rd, Blewett, BC",[],F,,,T,T
00338-AddressInSmallCommunityUsingLocalityAlias,"4260 BLEWETT RD, NELSON, BC",CIVIC_NUMBER,"4260 Blewett Rd, Blewett, BC",[LOCALITY.isAlias],F,,
00339-AddressInSmallCommunity,"2067 WHITE LAKE RD, WHITE LAKE, BC",CIVIC_NUMBER,"2067 White Lake Rd, White Lake, BC",[],F,,,T,T
00340-AddressInSmallCommunityUsingLocalityAlias,"2067 WHITE LAKE RD, SORRENTO, BC",CIVIC_NUMBER,"2067 White Lake Rd, White Lake, BC",[LOCALITY.isAlias],F,,
00341-AddressInSmallCommunity,"1754 PASS CREEK RD, PASS CREEK, BC",CIVIC_NUMBER,"1754 Pass Creek Rd, Pass Creek, BC",[],F,,,T,T
00342-AddressInSmallCommunityUsingLocalityAlias,"1754 PASS CREEK RD, CASTLEGAR, BC",CIVIC_NUMBER,"1754 Pass Creek Rd, Pass Creek, BC",[LOCALITY.isAlias],F,,
00343-AddressInSmallCommunity,"2928 WYCLIFFE STORE RD, WYCLIFFE, BC",CIVIC_NUMBER,"2928 Wycliffe Store Rd, Wycliffe, BC",[],F,,,T,T
00344-AddressInSmallCommunityUsingLocalityAlias,"2928 WYCLIFFE STORE RD, CRANBROOK, BC",CIVIC_NUMBER,"2928 Wycliffe Store Rd, Wycliffe, BC",[LOCALITY.isAlias],F,,
00345-AddressInSmallCommunity,"1514 LOON LAKE RD, LOON LAKE, BC",CIVIC_NUMBER,"1514 Loon Lake Rd, Loon Lake, BC",[],F,,,T,T
00346-AddressInSmallCommunityUsingLocalityAlias,"1514 LOON LAKE RD, CACHE CREEK, BC",CIVIC_NUMBER,"1514 Loon Lake Rd, Loon Lake, BC",[LOCALITY.isAlias],F,,
00347-AddressInSmallCommunity,"2048 CAMBIE-SOLSQUA RD, SOLSQUA, BC",CIVIC_NUMBER,"2048 Cambie-Solsqua Rd, Solsqua, BC",[],F,,,T,T
00348-AddressInSmallCommunityUsingLocalityAlias,"2048 CAMBIE-SOLSQUA RD, SICAMOUS, BC",CIVIC_NUMBER,"2048 Cambie-Solsqua Rd, Solsqua, BC",[LOCALITY.isAlias],F,,
00349-AddressInSmallCommunity,"3492 SPOKIN LAKE RD, SPOKIN LAKE, BC",CIVIC_NUMBER,"3492 Spokin Lake Rd, Spokin Lake, BC",[],F,,,T,T
00350-AddressInSmallCommunityUsingLocalityAlias,"3492 SPOKIN LAKE RD, 150 MILE HOUSE, BC",CIVIC_NUMBER,"3492 Spokin Lake Rd, Spokin Lake, BC",[LOCALITY.isAlias],F,,
00351-AddressInSmallCommunity,"2582 SHOREACRES RD, SHOREACRES, BC",CIVIC_NUMBER,"2582 Shoreacres Rd, Shoreacres, BC",[],F,,,T,T
00352-AddressInSmallCommunityUsingLocalityAlias,"2582 SHOREACRES RD, CASTLEGAR, BC",CIVIC_NUMBER,"2582 Shoreacres Rd, Shoreacres, BC",[LOCALITY.isAlias],F,,
00353-AddressInSmallCommunity,"1414 THRUMS RD, THRUMS, BC",CIVIC_NUMBER,"1414 Thrums Rd, Thrums, BC",[],F,,,T,T
00354-AddressInSmallCommunityUsingLocalityAlias,"1414 THRUMS RD, CASTLEGAR, BC",CIVIC_NUMBER,"1414 Thrums Rd, Thrums, BC",[LOCALITY.isAlias],F,,
00355-AddressInSmallCommunity,"6010 HARROP-PROCTER RD, HARROP, BC",CIVIC_NUMBER,"6010 Harrop-Procter Rd, Harrop, BC",[],F,,,T,T
00356-AddressInSmallCommunityUsingLocalityAlias,"6010 HARROP-PROCTER RD, NELSON, BC",CIVIC_NUMBER,"6010 Harrop-Procter Rd, Harrop, BC",[LOCALITY.isAlias],F,,
00357-AddressInSmallCommunity,"7136 WILLIS POINT RD, WILLIS POINT, BC",CIVIC_NUMBER,"7136 Willis Point Rd, Willis Point, BC",[],F,,,T,T
00358-AddressInSmallCommunityUsingLocalityAlias,"7136 WILLIS POINT RD, VICTORIA, BC",CIVIC_NUMBER,"7136 Willis Point Rd, Willis Point, BC",[LOCALITY.isAlias],F,,
00359-AddressInSmallCommunity,"3918 PASSMORE UPPER RD, PASSMORE, BC",CIVIC_NUMBER,"3918 Passmore Upper Rd, Passmore, BC",[],F,,,T,T
00360-AddressInSmallCommunityUsingLocalityAlias,"3918 PASSMORE UPPER RD, WINLAW, BC",CIVIC_NUMBER,"3918 Passmore Upper Rd, Passmore, BC",[LOCALITY.isAlias],F,,
00361-AddressInSmallCommunity,"1954 BLAEBERRY SCHOOL RD, BLAEBERRY, BC",CIVIC_NUMBER,"1954 Blaeberry School Rd, Blaeberry, BC",[],F,,,T,T
00362-AddressInSmallCommunityUsingLocalityAlias,"1954 BLAEBERRY SCHOOL RD, GOLDEN, BC",CIVIC_NUMBER,"1954 Blaeberry School Rd, Blaeberry, BC",[LOCALITY.isAlias],F,,
00363-AddressInSmallCommunity,"5199 BAKER-KERSLEY RD, KERSLEY, BC",CIVIC_NUMBER,"5199 Baker-Kersley Rd, Kersley, BC",[],F,,,T,T
00364-AddressInSmallCommunityUsingLocalityAlias,"5199 BAKER-KERSLEY RD, QUESNEL, BC",CIVIC_NUMBER,"5199 Baker-Kersley Rd, Kersley, BC",[LOCALITY.isAlias],F,,
00365-AddressInSmallCommunity,"7330 WATCH LAKE RD, WATCH LAKE, BC",CIVIC_NUMBER,"7330 Watch Lake Rd, Watch Lake, BC",[],F,,,T,T
00366-AddressInSmallCommunityUsingLocalityAlias,"7330 WATCH LAKE RD, LONE BUTTE, BC",CIVIC_NUMBER,"7330 Watch Lake Rd, Watch Lake, BC",[LOCALITY.isAlias],F,,
00367-AddressInSmallCommunity,"2270 PORT MELLON HWY, PORT MELLON, BC",CIVIC_NUMBER,"2270 Port Mellon Hwy, Port Mellon, BC",[],F,,,T,T
00368-AddressInSmallCommunityUsingLocalityAlias,"2270 PORT MELLON HWY, GIBSONS, BC",CIVIC_NUMBER,"2270 Port Mellon Hwy, Port Mellon, BC",[LOCALITY.isAlias],F,,
00369-AddressInSmallCommunity,"4570 OTTER POINT PL, OTTER POINT, BC",CIVIC_NUMBER,"4570 Otter Point Pl, Otter Point, BC",[],F,,,T,T
00370-AddressInSmallCommunityUsingLocalityAlias,"4570 OTTER POINT PL, SOOKE, BC",CIVIC_NUMBER,"4570 Otter Point Pl, Otter Point, BC",[LOCALITY.isAlias],F,,
00371-AddressInSmallCommunity,"14187 PALLING RD E, PALLING, BC",CIVIC_NUMBER,"14187 Palling Rd E, Palling, BC",[],F,,,T,T
00372-AddressInSmallCommunityUsingLocalityAlias,"14187 PALLING RD E, BURNS LAKE, BC",CIVIC_NUMBER,"14187 Palling Rd E, Palling, BC",[LOCALITY.isAlias],F,,
00373-AddressInSmallCommunity,"2525 BOUCHIE LAKE RD, BOUCHIE LAKE, BC",CIVIC_NUMBER,"2525 Bouchie Lake Rd, Bouchie Lake, BC",[],F,,,T,T
00374-AddressInSmallCommunityUsingLocalityAlias,"2525 BOUCHIE LAKE RD, QUESNEL, BC",CIVIC_NUMBER,"2525 Bouchie Lake Rd, Bouchie Lake, BC",[LOCALITY.isAlias],F,,
00375-AddressInSmallCommunity,"20010 COLLEYMOUNT RD, COLLEYMOUNT, BC",CIVIC_NUMBER,"20010 Colleymount Rd, Colleymount, BC",[],F,,,T,T
00376-AddressInSmallCommunityUsingLocalityAlias,"20010 COLLEYMOUNT RD, BURNS LAKE, BC",CIVIC_NUMBER,"20010 Colleymount Rd, Colleymount, BC",[LOCALITY.isAlias],F,,
00377-AddressInSmallCommunity,"1117 LONE PRAIRIE RD, LONE PRAIRIE, BC",CIVIC_NUMBER,"1117 Lone Prairie Rd, Lone Prairie, BC",[],F,,,T,T
00378-AddressInSmallCommunityUsingLocalityAlias,"1117 LONE PRAIRIE RD, CHETWYND, BC",CIVIC_NUMBER,"1117 Lone Prairie Rd, Lone Prairie, BC",[LOCALITY.isAlias],F,,
00379-AddressInSmallCommunity,"58051 LAIDLAW RD, LAIDLAW, BC",CIVIC_NUMBER,"58051 Laidlaw Rd, Laidlaw, BC",[],F,,,T,T
00380-AddressInSmallCommunityUsingLocalityAlias,"58051 LAIDLAW RD, HOPE, BC",CIVIC_NUMBER,"58051 Laidlaw Rd, Laidlaw, BC",[LOCALITY.isAlias],F,,
00381-AddressInSmallCommunity,"8041 BRIDGE LAKE NORTH RD, BRIDGE LAKE , BC",CIVIC_NUMBER,"8041 Bridge Lake North Rd, Bridge Lake, BC",[],F,,,T,T
00382-AddressInSmallCommunityUsingLocalityAlias,"8041 BRIDGE LAKE NORTH RD, LONE BUTTE, BC",CIVIC_NUMBER,"8041 Bridge Lake North Rd, Bridge Lake, BC",[LOCALITY.isAlias],F,,
00383-AddressInSmallCommunity,"136 GRANDVIEW BENCH RD, GRANDVIEW BENCH, BC",CIVIC_NUMBER,"136 Grandview Bench Rd, Grandview Bench, BC",[],F,,,T,T
00384-AddressInSmallCommunityUsingLocalityAlias,"136 GRANDVIEW BENCH RD, GRINDROD, BC",CIVIC_NUMBER,"136 Grandview Bench Rd, Grandview Bench, BC",[LOCALITY.isAlias],F,,
00385-AddressInSmallCommunity,"15351 TATALROSE RD, TATALROSE , BC",CIVIC_NUMBER,"15351 Tatalrose Rd, Tatalrose, BC",[],F,,,T,T
00386-AddressInSmallCommunityUsingLocalityAlias,"15351 TATALROSE RD, BURNS LAKE, BC",CIVIC_NUMBER,"15351 Tatalrose Rd, Tatalrose, BC",[LOCALITY.isAlias],F,,
00387-AddressInSmallCommunity,"10167 PINCHI LAKE RD, PINCHI LAKE, BC",CIVIC_NUMBER,"10167 Pinchi Lake Rd, Pinchi Lake, BC",[],F,,,T,T
00388-AddressInSmallCommunityUsingLocalityAlias,"10167 PINCHI LAKE RD, FORT ST JAMES, BC",CIVIC_NUMBER,"10167 Pinchi Lake Rd, Pinchi Lake, BC",[LOCALITY.isAlias],F,,
00389-AddressInSmallCommunity,"2388 HEFFLEY LAKE RD, HEFFLEY LAKE, BC",CIVIC_NUMBER,"2388 Heffley Lake Rd, Heffley Lake, BC",[],F,,,T,T
